0fcf5d06c655e1c7212291e0bb6cef60,0,4
6d1d964e251511dde216a69bcd8a57bc,0,4
cbe95c307ede4dd6ebdf3807673ec09b,0,3
7d289aa6bbf2a4f3bfaf4c700a58712f,0,4
f0f557c2f3bca3db0fd6181d9a96621d,0,4
399efa5e95ae069b80055f28f966fec7,0,4
aac8c50ea68a635c554c3289b2c6248c,0,4
79bec80df41cb376456e3d0935ed1c40,0,4
25c2abd27f61b723750dea3e27b0fa74,0,4
bf69426a322a7bd1492785bacbf014fa,0,4
902d1c346bff6910be6a5d7df0714038,0,4
b18d60847c25cd188826c213efe04eeb,0,4
1d74abaf4400344b94d2031ef270294e,0,3
7c625b091a92aac016fa4bc43f98b8da,0,4
5f90383e07ad8c2d721b0d144610aeb5,0,4
4ff975697dfb0888da8eb24a77b670c9,0,4
19fc6105c6026791bedb9f52de1f8c58,0,4
92f1df982547693a4a5607e2e989a829,0,4
14d2b207af8ee6968e019f5a9e015f29,0,4
604a6212ee9a69598d3e848463405f3f,0,4
6101a6d8f35184092dc9f1e4df4e5480,0,3
b9f0dcb89619d8f8f6342e577109d89f,0,3
bbb2eb4e132b0b8cf5a8c8f26ac1c039,0,3
2985bcc5696ae0e10bf6fa16853ffbce,0,3
f60f5a65b55cf4f7594cc4a45d53af8f,0,4
f29ad54ac9153dc1f5672c4c175fec96,0,4
cdc88327e08a58d5e7842e5568d4e838,0,3
50951ac0d0c65d71a210af0058bce582,0,4
a4458a4b200b01d67e392b98710d9272,0,4
e0165725d4223ee5f10875574b2d9c0e,0,4
abbf4027a63ea39e2307b5e16f1e8bac,0,4
86c6dae27208f042d26137ab664e80d1,0,4
fe6bfce273a25dc7189ab18140986039,0,4
d05501ebaf4c6acc562263ad8f48745f,0,3
0066b30947c2f82632c1bc3a97d3f6a7,0,4
d96e5cde1904766f1b061032a61b5ff2,0,4
3403215b81559456bd6fb4f01a69a479,0,4
2200769002620cb55fc08f21a85783c2,0,4
1689adc33837051c027974963a0e44fa,0,4
3bea0ea77bd2600232f306f60efaae3f,0,4
927e07786f5bf5c650aa03339a780346,0,4
b27d9dff5c5425d5a601ad9abe47a1f6,0,4
a36f5f28956ad8667755a66ae5f8d290,0,4
1ae9e154bf49e3851b6c758adb6ebcb9,0,4
e5cd8df358700b8c49c50c9c1b824ef9,0,4
6f9228dc5dfa6aab2dbc5f58f6599433,0,4
57d43d5b54046244495b35745176d877,0,4
3c89775879f96a7814c706f201d605cc,0,4
7a0d8d130b475bd409aa0e31249a5970,0,4
36937921f8100a3ab4e9ea4ecace591c,0,4
1a1d74bbbba6e3dc5de8e95884232408,0,4
145c6faa2780ea343801d3bc9552d283,0,4
138c03d8748ee14d01240f0537491eef,0,4
3ea859260fbda9d19a0d7abc66bbd580,0,4
f92d16e4cb6baf9850d3c1a20bedb5da,0,4
88c4aae0e20166a038158b314cba5ac0,0,4
